month,deployed_tech_count,deployed_tech_ids,climate_restoration_effect,ocean_restoration_effect,agriculture_effect,pollution_cleanup_effect,baseline_mortality,transition_mortality,total_mortality,population,temperature_delta,co2_concentration,ocean_acidification,biodiversity_loss,nitrogen_boundary,phosphorus_boundary,active_crises,crisis_types,government_effectiveness,social_cohesion
99,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.160504,0.000000,0.000000,0.000000,3,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
100,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.162821,0.000000,0.000000,0.000000,3,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
101,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.165174,0.000000,0.000000,0.000000,3,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
102,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.167562,0.000000,0.000000,0.000000,3,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
103,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.169987,0.000000,0.000000,0.000000,3,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
104,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.172449,0.000000,0.000000,0.000000,3,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
105,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.174947,0.000000,0.000000,0.000000,2,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
106,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.177484,0.000000,0.000000,0.000000,2,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
107,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.180058,0.000000,0.000000,0.000000,2,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
108,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.182671,0.000000,0.000000,0.000000,2,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
109,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.185323,0.000000,0.000000,0.000000,2,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
110,103,"rlhf_basic;mech_interp_basic;adversarial_eval;direct_air_capture;ai_pollution_remediation;collective_purpose_networks;ai_diagnostics;mrna_vaccines;solar_4th_gen;offshore_wind;ai_power_efficiency_communication;soil_p_optimization;p_efficient_cultivars;circular_food_systems;biological_nitrogen_fixation;nitrogen_circular_food;rhizosphere_engineering;nitroplast_integration;precision_fermentation_nitrogen;cold_tolerant_crops;phytoremediation_nitrogen;phytoremediation_networks;alternative_protein_insects_algae;active_sediment_management;regional_nitrogen_policies;mental_health_ai;ocean_alkalinity_enhancement;sediment_management_phosphorus;desalination_advanced;aquifer_mapping_ai;ecosystem_restoration_nitrogen;enhanced_ubi;local_resilience_networks;mech_interp_advanced;defensive_ai;strategic_grain_reserves;soil_health_restoration;struvite_recovery;precision_agriculture;nitrogen_monitoring_networks;algae_nutrient_capture;integrated_nutrient_management;pfas_remediation;ecological_proxy_rewilding;food_waste_reduction;coral_restoration_advanced;global_pfas_ban;habitat_restoration;emergency_greenhouse_networks;alternative_protein_insects;grid_batteries;smart_grids;green_chemistry;plastic_production_phaseout;microplastic_capture;endocrine_disruptor_removal;chemical_recycling;purpose_networks_advanced;education_personalization;precision_conservation;invasive_species_control;marine_cloud_brightening;bioenergy_ccs;emergency_food_distribution_ai;drought_resistant_crops;pesticide_alternatives;vertical_farming;precision_fermentation;atmospheric_water_harvest;solar_5th_gen;geothermal_advanced;hydrogen_economy;plastic_eating_enzymes;green_chemistry_substitution;nanomaterial_safety;rare_earth_recycling;ai_community_matching;creative_empowerment_tools;democratic_ai_governance;scalable_oversight;stratospheric_aerosols;green_ammonia_production;personalized_medicine;longevity_basic;artificial_upwelling;fusion_materials;fusion_plasma_control;membrane_cascade_systems;ecosystem_management_ai;disease_elimination_basic;regenerative_medicine;fusion_power;biomimetic_filtration;photocatalytic_degradation;formal_verification;value_learning;ai_rights_framework;recursive_alignment;interspecies_communication;advanced_longevity;space_industrialization;molecular_nanotechnology;whole_brain_emulation",0.000000,0.000000,0.000000,0.188014,0.000000,0.000000,0.000000,2,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0,"",0.000000,0.000000
